6848,Rental,Active,Clybourn & North,3200,3/15/12,"Gorgeous three bedroom, 2.5 bath in Old Town! Central air, updated kitchen, newer appliances, built-in micro, disposal, hardwood floors, master suite with custom stone, Jacuzzi, 2 balconies plus rooftop deck, panoramic views, parking!",3,2,1,0,1,No,no,y,Hardwood,y,In Unit,Walkup,no,yes,2000,Old Town,Available: 7/1/2012,yes,,,,,,
6915,Rental,Active,Lincoln & Wellington,2695,5/25/12,"South Lakeview newer construction three bedroom duplex features central air, two full baths, cathedral ceilings, custom lighting, gourmet kitchen with dishwasher, fireplace,  in-unit laundry, parking included, fabulous location in Lincoln Park!",3,2,0,0,1,No,yes,n,Hardwood & Carpet,y,In Unit,Walkup,no,yes,1300,Lakeview,Available: 7/1/2012,,,,,,,
7537,Rental,Active,Hubbard & Noble,1595,4/29/12,"Three bedroom, two bath walkup in hot River West!!  This huge unit features hardwood floors, central air, enormous living/dining room, big bedrooms, good closet space, deck, in-unit laundry, short walk to the Blue Line, minutes to 90/94!",3,2,0,0,0,Cats OK,no,y,Hardwood,y,In Unit,Walkup,no,yes,1550,River West,Available: Now,,,,,,,
8058,Rental,Active,Spaulding & Armitage,1675,5/24/12,"Enormous four bedroom two bath rehab in Palmer Square  features 2100 square feet, hardwood floors, separate living and dining room, woodburning fireplace, laundry, deck, heat included, pets OK and more!!!",4,2,0,0,0,Cats and Dogs OK,yes,y,Hardwood,n,In Building,Walkup,yes,no,2100,Palmer Square,Available: 6/3/2012,,,,,,,
8142,Rental,Active,Winchester & Irving,1550,5/31/12,"Splendid two bedroom, one bath in Ravenswood walkup offers separate living and dining rooms, hardwood floors, enclosed sun porch, lots of closets, original woodwork, dishwasher, laundry, parking available, cat friendly, deck, heated!",2,1,0,0,1,Cats OK,no,y,Hardwood,y,In Building,Walkup,yes,no,1200,Ravenswood,Available: Now,,,,,,,
8172,Rental,Active,Ashland & Addison,2000,4/28/12,"Enormous Wrigleyville three bedroom rehab features beautiful hardwood floors, modern kitchen and bath, huge back deck, large bedrooms, easy street parking, close to transportation, in-unit laundry,  heat included and more!",3,1,0,0,0,No,no,y,Hardwood,n,In Unit,Walkup,yes,no,1500,Wrigleyville,Available: 7/1/2012,,,,,,,
8773,Rental,Active,Walton & Greenview,1725,5/31/12,"Three bedroom, two bath contemporary walkup in East Village!  This unit features hardwood floors, central air, open Eurostyle kitchen, dishwasher, miniblinds, laundry, fireplace, cable, parking included, and well behaved pets OK!",3,2,0,0,1,Cats and Dogs OK,yes,y,Hardwood & Carpet,y,In Building,Walkup,no,yes,1400,East Village,Available: 8/1/2012,yes,,,,,,
9416,Rental,Active,Leland & Broadway,1600,5/15/12,"Awesome two bedroom, two bath in new construction walkup features large combination living and dining rooms, hardwood floors, new kitchen, dishwasher, Jacuzzi tub, large bedrooms, deck, in unit laundry, parking, fireplace!",2,2,0,1,1,Cats OK,yes,y,Hardwood,y,In Unit,Walkup,no,yes,1500,Uptown,Available: 8/1/2012,,,,,,,
9554,Rental,Active,Pine Grove & Grace,1000,5/3/12,"Magnificent one bedroom, one bath condo in Wrigleyville features over 800 SF, modern kitchen and bath, new carpeting, great storage space, laundry, AC unit, one block to Lake, great transportation, walk to shopping and nightlife.",1,1,0,0,0,Cats OK,no,n,Carpeting,n,In Building,Condo,no,yes,800,Wrigleyville,Available: Now,,,,,,,
9836,Rental,Active,Washington & Leavitt,1400,5/30/12,"Three bedroom, two bath new construction in Tri-Taylor/University Village features central air, marble surround wood burning fireplace, hardwood floors, gourmet kitchen, huge deck, fireplace, garage parking, and pets OK!!",3,2,0,1,1,Cats and Dogs OK,yes,y,Hardwood & Carpet,y,In Building,Walkup,no,yes,1500,West Loop,Available: Now,,,,,,,
10152,Rental,Active,5 North Wabash,2595,6/16/11,"Millennium Park two bedroom, one bath fully and elegantly furnished! Over 1200  SF, tall ceilings, central air, gorgeous granite/maple kitchen, in-unit laundry, marble bath, enormous closet space & storage, great views, pets welcome!",2,1,0,0,0,Cats and Dogs OK,no,n,Carpeting,y,In Unit,Condo,no,yes,1200,Loop,Available: Now,,,,,,,
10153,Rental,Active,5 North Wabash,3495,6/16/11,"Stunning two bedroom, two bath furnished condo at 5 North Wabash, across from Millennium Park! Over 1600 SF, central air, granite/maple kitchen, upgraded appliances, marble baths, Jacuzzi, in-unit laundry, pets OK, great location!",3,2,0,0,0,Cats and Dogs OK,no,n,Carpeting,y,In Unit,Condo,no,yes,1600,Loop,Available: Now,,,,,,,
10420,Rental,Active,Ashland & Wellington,2600,6/1/12,"Sensational three bedroom, two bathroom Lakeview new construction condo building features gourmet maple kitchen with granite/stainless, marble baths, Jacuzzi, woodburning fireplace, deck, in-unit laundry, garage and more!",3,2,0,1,1,No,yes,y,Hardwood & Carpet,y,In Unit,Walkup,no,yes,1800,Lakeview,Available: 7/1/2012,,,,,,,
10421,Rental,Active,Ashland & Wellington,2650,6/1/12,"Enormous three bedroom, two bathroom Lakeview newer construction features 23X22 living/dining combination, gourmet maple kitchen with granite/stainless, marble baths, Jacuzzi, woodburning fireplace, deck, laundry, garage, elevator!",3,2,0,1,1,No,yes,y,Hardwood & Carpet,y,In Unit,Walkup,no,yes,1800,Lakeview,Available: 8/1/2012,,,,,,,
10524,Rental,Active,Damen & Belden,1400,6/1/12,"Charming two bedroom, one bath in Bucktown walkup offers spacious living and dining rooms, hardwood floors, new kitchen, dishwasher, new bath, C/A, laundry, parking included, storage, cats welcome, easy access to highway 90/94! ",2,1,0,0,1,Cats and Dogs OK,no,n,Hardwood,y,In Building,Walkup,no,yes,1200,Bucktown,Available: 8/1/2012,,,,,,,
10694,Rental,Active,Jackson & DesPlaines,2300,4/1/12,"Amazing, fully upgraded loft at the Haberdasher! Two large bedrooms, two full baths, beautiful kitchen and bath, hardwood floors, heat and central air included, garage, basic cable, and fitness center also included, doorman!",2,2,0,1,1,Cats and Dogs OK,yes,y,Hardwood,y,In Unit,Loft,yes,yes,1300,West Loop,Available: Now,,,,,,,
10907,Rental,Active,North & Damen,1900,6/1/12,"Awesome Bucktown loft features two huge bedrooms, central air, open Euro-style kitchen, dishwasher, laundry, cable, hardwood floors throughout, the very best Bucktown location, walk to restaurants, bars and Blue Line!",2,1,0,0,0,Cats OK,no,n,Hardwood,y,In Building,Loft,no,yes,1700,Bucktown,Available: 8/1/2012,,,,,,,
10930,Rental,Active,Ashland & Wrightwood,1495,6/1/12,"Awesome DePaul duplex offers two spacious bedrooms, two full marble baths, new Euro kitchen, dishwasher, hardwood floors, laundry, central air, parking included, pet friendly, woodburning fireplace and more! Walk to shopping, parks! ",2,2,0,0,1,Cats and Dogs OK,yes,n,Hardwood,y,In Building,Walkup,no,yes,1700,DePaul,Available: 8/1/2012,,,,,,,
12085,Rental,Active,Oakdale & Greenview,2300,4/28/12,"Radiant two bedroom plus den, two bath walkup in Lakeview! Newer eat-in kitchen, dishwasher, newer bath, large living/dining rooms, hardwood floors, carpeted bedrooms, in-unit laundry, central air, parking, huge deck, and more!",2,2,0,1,1,No,no,y,Hardwood,y,In Unit,Walkup,no,yes,1900,Lakeview,Available: Now,,,,,,,
12566,Rental,Active,Winnemac & Glenwood,1495,5/24/12,"Extraordinary two bedroom, one bath in Andersonville features hardwood floors, separate living and dining rooms, new kitchen, dishwasher, newer bath, central air, huge deck, laundry, easy street parking, woodburning fireplace, cats OK!",2,1,0,0,0,No,yes,y,Hardwood,y,In Building,Walkup,no,yes,1450,Andersonville,Available: Now,,,,,,,
13012,Rental,Active,Palmer & Kedzie,1500,6/1/12,"Awesome Palmer Square two bedroom, one bath features 1100 SF, eat-in kitchen, ceramic tile bath, laundry, fireplace, wired for cable/Internet, back porch, easy street parking, and short walk to the Blue Line!",2,1,0,0,0,No,yes,y,Hardwood,n,In Building,Walkup,yes,no,1100,Palmer Square,Available: 10/1/2012,,,,,,,
13057,Rental,Active,Cuyler & Sheridan,1995,4/2/12,"Exquisitely ornamented three bedroom two bath in the heart of Wrigleyville features hardwood floors throughout, gorgeous woodwork, air conditioning, new kitchen with dishwasher, two porches, wood burning fireplace, steps to the EL!",3,2,0,0,0,No,yes,y,Hardwood,y,In Building,Walkup,no,yes,2000,Wrigleyville,Available: Now,,,,,,,
13082,Rental,Active,Palmer & Kedzie,875,5/30/12,"Beautiful brand new gut rehabbed Palmer Square one bedroom, one bath features central air, large, newer eat-in kitchen, ceramic tile bath, laundry, wired for cable/Internet, back porch, easy street parking, short walk to the Blue Line!",1,1,0,0,0,No,no,n,Hardwood,n,In Building,Walkup,no,yes,700,Palmer Square,Available: 8/1/2012,,,,,,,
13243,Rental,Active,Chicago & Hoyne,1300,6/1/12,"Handsome two bedroom, one bath gut rehab in Ukrainian Village!  This unit features hardwood floors, central air, gourmet granite kitchen, marble bath, laundry room, cable ready, large bedrooms, ample closets, parking available!",2,1,0,0,1,Cats OK,no,y,Hardwood,n,In Building,Walkup,no,yes,800,Ukrainian Village,Available: Now,,,,,,,
13405,Rental,Active,North & Honore,1875,6/1/12,"Outstanding three bedroom, one bath gut-rehabbed loft in Bucktown features hardwood floors throughout, central air, laundry, maple kitchen with dishwasher, parking available, large combination living and dining room, great deck!",3,1,0,0,1,Cats OK,no,y,Hardwood,y,In Building,Loft,no,yes,1000,Bucktown,Available: 8/1/2012,,,,,,,
13500,Rental,Active,Hoyne & Argyle,1650,5/31/12,"Outstanding two bedroom, one bath in prime Lincoln Square features huge separate living and dining rooms, hardwood floors throughout, new kitchen with dishwasher, heat included, cats welcome, steps to the EL! A must see!",2,1,0,0,1,Cats OK,no,n,Hardwood,y,In Building,Walkup,yes,no,2000,Lincoln Square,Available: Now,,,,,,,
13662,Rental,Active,4180 N. Marine Drive,2100,4/29/12,"Three bedroom, two bath rehabbed condo in Buena Park hi-rise features hardwood floors, A/C, gourmet stainless/granite kitchen, upgraded bathrooms, amazing roof top deck, skyline/lake views, laundry, heat included!, dogs under 50 lbs!",3,2,0,0,0,Cats and Dogs OK,no,y,Hardwood,y,In Building,High-rise,yes,yes,1700,Buena Park,Available: Now,,,,,,,
14012,Rental,Active,Sheffield & Wellington,3200,5/16/12,"Stunning three bedroom, den, three bath gorgeous duplex in Lakeview features stainless/granite kitchen, hardwood floors, custom stone baths, large patio and deck off master bedroom, gas fireplace, in-unit laundry, garage included!",3,3,0,1,1,Cats and Dogs OK,yes,y,Hardwood & Carpet,y,In Unit,Condo,no,yes,2200,Lakeview,Available: 9/1/2012,,,,,,,
14127,Rental,Active,Dover & Wilson,1750,5/31/12,"Gorgeous two bedroom, one bath vintage walk up on tree lined street in Uptown features hardwood floors throughout, separate living and dining rooms, updated kitchen with dishwasher, heat included, deck, garage parking and more! ",2,1,0,0,1,Cats OK,yes,y,Hardwood,y,In Building,Walkup,yes,no,2000,Uptown,Available: Now,,,,,,,
14151,Rental,Active,Grace & Broadway,1750,4/13/12,"Sharp two bedroom, den, two bath in the heart of Wrigleyville features hardwood floors, laundry, separate living and dining rooms, heat included, updated kitchen with dishwasher, new tile bath, close to the Lake and Wrigley!",2,2,0,0,0,Cats OK,yes,y,Hardwood,y,In Building,Walkup,yes,no,1250,Wrigleyville,Available: Now,,,,,,,
14607,Rental,Active,Marshfield & Addison,3400,6/1/12,"One of a kind four bedroom, den, three bath mini mansion in Wrigleyville features 3000 SF, central air, hardwood floors, three levels, private yard, updated kitchen, dishwasher, in-unit laundry, deck, yard, gas fireplace and close to nightlife!",4,2,1,0,1,Cats and Dogs OK,yes,y,Hardwood,y,In Unit,Single Family Home,no,yes,3000,Wrigleyville,Available: 6/15/2012,,,,,,,
14676,Rental,Active,Campbell & Chicago,1195,6/1/12,"One bedroom, one bath vintage rehab in Ukrainian Village features updated kitchen and bath, hardwood floors, large living/dining room, tall ceilings, laundry, cats welcome, deck, easy street parking, and close to all major transportation!",1,1,0,0,0,Cats OK,no,y,Hardwood,n,In Building,Walkup,no,yes,1000,Ukrainian Village,Available: 7/1/2012,,,,,,,
14685,Rental,Active,3950 N. Lake Shore Drive,1395,2/18/12,"Awesome Wrigleyville one bedroom, one bath high rise features heat included, large combination living and dining room, laundry room, great city views, dishwasher, doorman, gas, cable and electric included in the monthly rent. A  steal!",1,1,0,0,0,Cats OK,no,n,Hardwood,n,In Building,Condo,yes,yes,950,Wrigleyville,Available: Now,,,,,,,
15114,Rental,Active,Damen & Wolfram,1495,6/1/12,"Optimum two bedroom, one bath in Roscoe Village walkup offers spacious combination living and dining rooms, central air, hardwood floors, newer kitchen, dishwasher, newer bath, parking available, in-unit laundry, deck, awesome space!",2,1,0,0,1,Cats and Dogs OK,no,y,Hardwood,y,In Unit,Walkup,no,yes,1200,Roscoe Village,Available: 6/15/2012,,,,,,,
15327,Rental,Active,Augusta & Noble,2495,4/28/12,"Stunning three bedroom, two bath condo!Hardwood floors, fully equipped gourmet granite/stainless kitchen, custom stone baths, Jacuzzi, body sprays, top floor, elevator,three decks plus rooftop, garage  available, close to Blue Line!",3,2,0,1,1,Cats OK,yes,y,Hardwood,y,In Unit,Walkup,no,yes,1600,East Village,Available: 7/1/2012,,,,,,,
15374,Rental,Active,Wilton & Waveland,1950,5/30/12,"Brand new two bedroom, 2.5 bath gut rehabbed duplex in the heart of Wrigleyville!  Large bedrooms, in-unit laundry, marble baths, pets OK, deck, fireplace,  granite/stainless kitchen, exposed brick accent wall, parking included!!",2,2,1,0,1,Cats and Dogs OK,yes,y,Hardwood,y,In Unit,Walkup,no,yes,1800,Wrigleyville,Available: 7/1/2012,,,,,,,
15436,Rental,Active,Concord & Leavitt,1795,4/28/12,"Nicely updated Bucktown three bedroom, one bath rehab features central air, separate living and dining rooms, updated kitchen and bath, dishwasher, in-unit laundry, cable ready, decorative fireplace, yard, and garage parking available!",3,1,0,1,1,No,no,n,Carpeting,y,In Unit,Walkup,no,yes,1400,Bucktown,Available: 8/1/2012,,,,,,,
15485,Rental,Active,Iowa  & Maplewood,1450,6/1/12,"Gorgeous Ukrainian Village two bedroom, one bath vintage rehab features hardwood floors, large eat-in kitchen, separate living and dining rooms, laundry, deck, cats OK, garage parking available!  Don't miss this one!",2,1,0,1,1,Cats OK,no,y,Hardwood,y,In Building,Walkup,no,yes,1000,Ukrainian Village,Available: 6/15/2012,,,,,,,
15507,Rental,Active,Washtenaw & Altgeld,1650,5/4/12,"Classic Logan Square walkup, recent condo conversion!  Granite/stainless/cherry kitchen, marble bath, Jacuzzi,  hardwood floors, central air, queen size bedrooms, deck, pets OK, easy parking, one block to the Blue Line!",2,1,0,0,0,Cats and Dogs OK,no,y,Hardwood,y,In Unit,Condo,no,yes,950,Logan Square,Available: 7/1/2012,,,,,,,
15597,Rental,Active,Huron & Sangamon,2350,2/21/12,"Two bedroom River West loft features central air, granite/stainless kitchen, woodburning fireplace, rooftop deck, stunning skyline views, heat/central air & digital cable included, exercise room, on-site laundry, parking, short walk to Blue Line!",2,1,0,0,1,Cats OK,yes,y,Carpeting,y,In Building,Loft,yes,yes,1100,River West,Available: Now,,,,,,,
16053,Rental,Active,Wabash & Chicago,2059,11/3/08,"High rise luxury at its finest in this River North high-rise! Upgraded throughout with granite/stainless kitchen, in-unit laundry, doorman, billiards room, pool and gardens, balcony, hot tub, outdoor fire pits, business center, garage available!",1,1,0,0,1,Cats and Dogs OK,no,y,Carpeting,y,In Unit,High-rise,no,yes,968,River North,Available: Now,,,,,,,
16054,Rental,Active,Wabash & Chicago,2850,11/3/08,"Luxurious River North high-rise, two bedrooms, two baths, upgraded throughout with granite/stainless kitchen, in-unit laundry, doorman, billiards room, pool and gardens, balcony hot tub, outdoor fire pits, business center, garage available!",2,2,0,0,1,Cats and Dogs OK,no,y,Carpeting,y,In Unit,High-rise,no,yes,1300,River North,Available: Now,,,,,,,
16142,Rental,Active,Sheridan & Buena,1195,12/2/11,"Buena Park fully upgraded one bedroom, one bath features hardwood floors, granite/stainless kitchen, on-site laundry, fitness center in building, parking available, close to the express bus to the Loop or walk to the EL, great light and more!",1,1,0,0,1,No,no,n,Hardwood,y,In Building,Courtyard Building,no,yes,675,Wrigleyville,Available: Now,,,,,,,
16179,Rental,Active,Lake Shore & Belmont,995,4/29/12,"Scenic Belmont Harbor with beautiful sailboats and the beach! Spacious studio features hardwood floors, heat included, building has hair salon, convenience store, dry cleaners, parking available, great closet/storage space, pets OK!",0,1,0,0,1,Cats and Dogs OK,no,n,Hardwood,n,In Building,High-rise,yes,yes,550,Lakeview,Available: Now,,,,,,,
16236,Rental,Active,Ashland & Berwyn,675,4/1/12,"Fabulous Andersonville studio offers large living space, great closet space,  new kitchen, new bath, heat included, easy street parking, on-site laundry, new carpeting,  cats welcome, close to public transportation and nightlife!",0,1,0,0,0,Cats OK,no,n,Carpeting,n,In Building,Mid-rise,yes,no,500,Andersonville,Available: Now,,,,,,,
16298,Rental,Active,Van Buren & Racine,1650,5/21/12,"Amazing West Loop one bedroom plus den, one bath loft style condo!  Over 1150 SF, granite/stainless kitchen, cherry floors, central air, doorman, fitness center, yoga/pilates, rooftop deck, balcony, garage available, in-unit laundry. ",1,1,0,1,1,No,no,y,Hardwood,y,In Unit,Condo,no,yes,1150,West Loop,Available: Now,,,,,,,
16576,Rental,Active,Winchester & Winnemac,1025,3/10/12,"Updated one bedroom, one bath in Lincoln Square brownstone features newer kitchen and bath, laundry, deck, hardwood floors, separate living and dining rooms, heat included close to el, transportation and much more!",1,1,0,0,0,No,no,y,Hardwood,n,In Building,Walkup,yes,no,850,Lincoln Square,Available: Now,,,,,,,
